assessment_id,beneficiary_id,cohort_id,assessment_date,wave,score,max_score,assessor,subject
ASMT-008964,BEN-04601,COHORT-VN-026,2026-02-21,2,47.5,100,Violet Awino,Literacy
ASMT-008965,BEN-04602,COHORT-VN-026,2025-11-25,1,100.0,100,Wanjiku Githinji,Numeracy
ASMT-008966,BEN-04602,COHORT-VN-026,2026-02-23,2,78.4,100,Zipporah Wanjiku,Technical Skills
ASMT-008967,BEN-04603,COHORT-VN-026,2025-12-18,1,80.4,100,Maurice Waweru,Literacy
ASMT-008968,BEN-04603,COHORT-VN-026,2026-03-18,2,72.7,100,Raphael Kimani,Technical Skills
ASMT-008969,BEN-04604,COHORT-VN-026,2025-11-25,1,61.3,100,Leonard Njenga,Technical Skills
ASMT-008970,BEN-04604,COHORT-VN-026,2026-02-23,2,68.3,100,Yvonne Ochieng,Technical Skills
ASMT-008971,BEN-04605,COHORT-VN-026,30-Nov-2025,1,70.9,100,Mary Simiyu,Numeracy
ASMT-008972,BEN-04605,COHORT-VN-026,2026-02-28,2,93.6,100,Nicholas Mwangi,Literacy
ASMT-008973,BEN-04606,COHORT-VN-026,2025-11-21,1,76.1,100,Quinton Mutinda,Numeracy
ASMT-008974,BEN-04606,COHORT-VN-026,2026-02-19,2,85.5,100,Felix Maina,Numeracy
ASMT-008975,BEN-04607,COHORT-VN-026,16/12/2025,1,37.3,100,Tabitha Awino,Technical Skills
ASMT-008976,BEN-04608,COHORT-VN-026,2025-12-12,1,79.9,100,Irene Chebet,Technical Skills
ASMT-008977,BEN-04608,COHORT-VN-026,12-Mar-2026,2,51.9,100,Zipporah Awino,Literacy
ASMT-008978,BEN-04609,COHORT-VN-026,2025-12-05,1,76.4,100,Violet Musyoka,Literacy
ASMT-008979,BEN-04609,COHORT-VN-026,2026-03-05,2,41.1,100,Raphael Githinji,Technical Skills
ASMT-008980,BEN-04610,COHORT-VN-026,2025-12-03,1,57.2,100,Olive Mutinda,Numeracy
ASMT-008981,BEN-04610,COHORT-VN-026,2026-03-03,2,61.3,100,Lilian Gichuki,Numeracy
ASMT-008982,BEN-04611,COHORT-VN-026,19/12/2025,1,74.2,100,,Literacy
ASMT-008983,BEN-04611,COHORT-VN-026,2026-03-19,2,63.2,100,Leonard Mugo,Technical Skills
ASMT-008984,BEN-04612,COHORT-VN-026,2025-12-04,1,100.0,100,Quinton Kimani,Life Skills
ASMT-008985,BEN-04612,COHORT-VN-026,2026-03-04,2,16.8,100,David Kiplagat,Technical Skills
ASMT-008986,BEN-04613,COHORT-VN-026,2025-11-28,1,71.3,100,Rose Nyambura,Numeracy
ASMT-008987,BEN-04613,COHORT-VN-026,26-Feb-2026,2,82.3,100,Mary Musyoka,Life Skills
ASMT-008988,BEN-04614,COHORT-VN-026,2025-12-03,1,84.6,100,Harrison Musyoka,Numeracy
ASMT-008989,BEN-04614,COHORT-VN-026,2026-03-21,2,77.4,100,Kezia Njoroge,Technical Skills
ASMT-008990,BEN-04615,COHORT-VN-026,2025-12-20,1,45.0,100,Harrison Wanjiku,Technical Skills
ASMT-008991,BEN-04615,COHORT-VN-026,2026-03-20,2,30.7,100,Cynthia Wanjiku,Literacy
ASMT-008992,BEN-04616,COHORT-VN-026,24-Nov-2025,1,57.5,100,Cynthia Mutinda,Literacy
ASMT-008993,BEN-04616,COHORT-VN-026,2026-02-22,2,98.0,100,Seun Achieng,Technical Skills
ASMT-008994,BEN-04617,COHORT-VN-026,2025-12-12,1,62.1,100,Felix Mutua,Technical Skills
ASMT-008995,BEN-04617,COHORT-VN-026,2026-03-12,2,41.6,100,Yvonne Ndung'u,Technical Skills
ASMT-008996,BEN-04618,COHORT-VN-026,2025-11-22,1,67.9,100,Tabitha Mugo,Literacy
ASMT-008997,BEN-04618,COHORT-VN-026,20-Feb-2026,2,34.2,100,Felix Rotich,Numeracy
ASMT-008998,BEN-04619,COHORT-VN-026,2025-11-22,1,32.4,100,Hassan Njoroge,Life Skills
ASMT-008999,BEN-04619,COHORT-VN-026,2026-02-20,2,77.5,100,Francis Wangari,Technical Skills
ASMT-009000,BEN-04620,COHORT-VN-026,2025-12-04,1,76.8,100,Dennis Chebet,Technical Skills
ASMT-009001,BEN-04620,COHORT-VN-026,04/03/2026,2,90.0,100,Francis Mutinda,Numeracy
ASMT-009002,BEN-04621,COHORT-VN-026,2025-11-24,1,93.2,100,Eunice Gichuki,Technical Skills
ASMT-009003,BEN-04621,COHORT-VN-026,2026-02-22,2,81.6,100,Eunice Awino,Numeracy
ASMT-009004,BEN-04622,COHORT-VN-026,2025-11-22,1,59.3,100,Irene Rotich,Technical Skills
ASMT-009005,BEN-04622,COHORT-VN-026,2026-02-20,2,56.7,100,Eunice Waweru,Technical Skills
ASMT-009006,BEN-04623,COHORT-VN-026,2025-12-07,1,65.7,100,Violet Njenga,Numeracy
ASMT-009007,BEN-04623,COHORT-VN-026,2026-03-07,2,72.9,100,Dennis Omondi,Life Skills
ASMT-009008,BEN-04624,COHORT-VN-026,2025-11-20,1,85.1,100,David Mutua,Technical Skills
ASMT-009009,BEN-04624,COHORT-VN-026,2026-02-18,2,41.9,100,Nicholas Maina,Literacy
ASMT-009010,BEN-04625,COHORT-VN-026,2025-11-23,1,44.8,100,Esther Ochieng,Life Skills
ASMT-009011,BEN-04626,COHORT-VN-026,2025-12-08,1,60.2,100,Uchenna Awino,Literacy
ASMT-009012,BEN-04626,COHORT-VN-026,08-Mar-2026,2,60.8,100,Maurice Auma,Numeracy
ASMT-009013,BEN-04627,COHORT-VN-026,2025-12-10,1,44.8,100,Seun Ochieng,Technical Skills
ASMT-009014,BEN-04627,COHORT-VN-026,2026-03-10,2,46.3,100,Aisha Simiyu,Technical Skills
ASMT-009015,BEN-04628,COHORT-VN-026,2025-11-21,1,78.7,100,Stephen Were,Technical Skills
ASMT-009016,BEN-04628,COHORT-VN-026,2026-03-17,2,61.8,100,Mary Simiyu,Life Skills
ASMT-009017,BEN-04629,COHORT-VN-026,2025-12-07,1,64.3,100,Irene Wangari,Technical Skills
ASMT-009018,BEN-04630,COHORT-VN-026,2025-11-29,1,66.3,100,Amina Wanjiku,Life Skills
ASMT-009019,BEN-04630,COHORT-VN-026,2026-02-27,2,85.4,100,Joseph Nyambura,Numeracy
ASMT-009020,BEN-04631,COHORT-VN-026,2025-11-25,1,69.4,100,Nicholas Odongo,Numeracy
ASMT-009021,BEN-04631,COHORT-VN-026,2026-02-23,2,82.5,100,Owen Otieno,Numeracy
ASMT-009022,BEN-04632,COHORT-VN-026,2025-12-18,1,57.3,100,Olive Odongo,Numeracy
ASMT-009023,BEN-04632,COHORT-VN-026,2026-03-18,2,44.0,100,David Chebet,Literacy
ASMT-009024,BEN-04633,COHORT-VN-026,2025-12-09,1,56.2,100,Francis Kiprotich,Life Skills
ASMT-009025,BEN-04633,COHORT-VN-026,2026-03-09,2,14.5,100,Stephen Chebet,Literacy
ASMT-009026,BEN-04634,COHORT-VN-026,2025-12-02,1,69.0,100,Lilian Ndung'u,Life Skills
ASMT-009027,BEN-04634,COHORT-VN-026,2026-03-02,2,40.8,100,Owen Mutinda,Numeracy
ASMT-009028,BEN-04635,COHORT-VN-026,2025-12-01,1,50.1,100,Irene Adhiambo,Technical Skills
ASMT-009029,BEN-04635,COHORT-VN-026,2026-03-01,2,71.1,100,Dennis Omondi,Numeracy
ASMT-009030,BEN-04636,COHORT-VN-026,18-Dec-2025,1,56.3,100,Nancy Kimani,Literacy
ASMT-009031,BEN-04636,COHORT-VN-026,2026-03-18,2,76.1,100,Hassan Githinji,Life Skills
ASMT-009032,BEN-04637,COHORT-VN-026,2025-12-17,1,83.4,100,Brian Maina,Life Skills
ASMT-009033,BEN-04637,COHORT-VN-026,2026-03-17,2,71.7,100,Rose Mutinda,Numeracy
ASMT-009034,BEN-04638,COHORT-VN-026,2025-12-04,1,93.2,100,Violet Owino,Numeracy
ASMT-009035,BEN-04638,COHORT-VN-026,2026-03-04,2,92.0,100,Zipporah Achieng,Numeracy
ASMT-009036,BEN-04639,COHORT-VN-026,2025-11-30,1,68.8,100,Rose Achieng,Numeracy
ASMT-009037,BEN-04639,COHORT-VN-026,2026-02-28,2,62.6,100,Mary Auma,Literacy
ASMT-009038,BEN-04640,COHORT-VN-026,2025-11-21,1,94.5,100,Yvonne Waweru,Numeracy
ASMT-009039,BEN-04640,COHORT-VN-026,2026-02-19,2,80.1,100,Cynthia Rotich,Numeracy
ASMT-009040,BEN-04641,COHORT-VN-026,2025-11-28,1,78.0,100,Gladys Githinji,Literacy
ASMT-009041,BEN-04641,COHORT-VN-026,2026-02-26,2,74.9,100,Yvonne Maina,Technical Skills
ASMT-009042,BEN-04642,COHORT-VN-026,2025-12-20,1,60.0,100,Esther Musyoka,Technical Skills
ASMT-009043,BEN-04642,COHORT-VN-026,2026-03-20,2,70.1,100,Amina Adhiambo,Literacy
ASMT-009044,BEN-04643,COHORT-VN-026,2025-12-04,1,87.0,100,,Life Skills
ASMT-009045,BEN-04643,COHORT-VN-026,2026-03-04,2,96.3,100,Zipporah Achieng,Literacy
ASMT-009046,BEN-04644,COHORT-VN-026,07-Dec-2025,1,85.6,100,Cynthia Mugo,Numeracy
ASMT-009047,BEN-04644,COHORT-VN-026,2026-03-10,2,57.7,100,Dennis Rotich,Literacy
ASMT-009048,BEN-04645,COHORT-VN-026,2025-11-30,1,53.5,100,Dennis Waweru,Numeracy
ASMT-009049,BEN-04645,COHORT-VN-026,2026-02-28,2,78.7,100,Irene Were,Life Skills
ASMT-009050,BEN-04646,COHORT-VN-026,2025-12-12,1,81.0,100,Francis Omondi,Literacy
ASMT-009051,BEN-04646,COHORT-VN-026,2026-03-12,2,54.8,100,Aisha Githinji,Numeracy
ASMT-009052,BEN-04647,COHORT-VN-026,18/12/2025,1,66.3,100,Rose Mwangi,Literacy
ASMT-009053,BEN-04647,COHORT-VN-026,2026-03-18,2,79.9,100,Queen Ndung'u,Life Skills
ASMT-009054,BEN-04648,COHORT-VN-026,2025-11-22,1,73.6,100,Mary Wanjiku,Numeracy
ASMT-009055,BEN-04648,COHORT-VN-026,2026-02-20,2,69.7,100,Felix Njenga,Life Skills
ASMT-009056,BEN-04649,COHORT-VN-026,2025-11-26,1,82.6,100,Nicholas Odongo,Life Skills
ASMT-009057,BEN-04649,COHORT-VN-026,2026-02-24,2,64.1,100,Harrison Rotich,Numeracy
ASMT-009058,BEN-04650,COHORT-VN-026,2025-12-10,1,100.0,100,Patrick Rotich,Life Skills
ASMT-009059,BEN-04650,COHORT-VN-026,2026-03-10,2,80.1,100,Uchenna Wanjiku,Technical Skills
ASMT-009060,BEN-04651,COHORT-VN-026,2025-12-11,1,61.8,100,Quinton Auma,Technical Skills
ASMT-009061,BEN-04651,COHORT-VN-026,2026-03-11,2,73.4,100,Priscilla Omondi,Literacy
ASMT-009062,BEN-04652,COHORT-VN-026,2025-12-19,1,52.1,100,Mary Simiyu,Literacy
ASMT-009063,BEN-04652,COHORT-VN-026,2026-03-19,2,81.1,100,Stephen Mutinda,Technical Skills
ASMT-009064,BEN-04653,COHORT-VN-026,2025-12-16,1,71.3,100,Grace Mutua,Life Skills
ASMT-009065,BEN-04653,COHORT-VN-026,16-Mar-2026,2,93.0,100,Stephen Onyango,Numeracy
ASMT-009066,BEN-04654,COHORT-VN-026,2025-12-20,1,92.1,100,Olive Kiprotich,Life Skills
ASMT-009067,BEN-04654,COHORT-VN-026,2026-03-20,2,65.5,100,Maurice Awino,Technical Skills
ASMT-009068,BEN-04655,COHORT-VN-026,2025-12-13,1,45.8,100,Joseph Ndung'u,Numeracy
ASMT-009069,BEN-04655,COHORT-VN-026,2026-03-13,2,88.9,100,Aisha Chebet,Technical Skills
ASMT-009070,BEN-04656,COHORT-VN-026,2025-11-25,1,52.1,100,Zipporah Were,Numeracy
ASMT-009071,BEN-04656,COHORT-VN-026,2026-02-23,2,78.1,100,Nancy Omondi,Technical Skills
ASMT-009072,BEN-04657,COHORT-VN-026,2025-12-19,1,85.6,100,Tabitha Njoroge,Numeracy
ASMT-009073,BEN-04657,COHORT-VN-026,19/03/2026,2,77.2,100,Tabitha Omondi,Literacy
ASMT-009074,BEN-04658,COHORT-VN-026,2025-11-22,1,70.0,100,Gladys Kiprotich,Life Skills
ASMT-009075,BEN-04658,COHORT-VN-026,2026-02-20,2,90.3,100,Harrison Kiprotich,Literacy
ASMT-009076,BEN-04659,COHORT-VN-026,2025-12-01,1,95.7,100,Joseph Kariuki,Technical Skills
ASMT-009077,BEN-04659,COHORT-VN-026,2026-03-01,2,78.5,100,Maurice Mwangi,Literacy
ASMT-009078,BEN-04660,COHORT-VN-026,2025-12-06,1,72.5,100,James Mugo,Numeracy
ASMT-009079,BEN-04660,COHORT-VN-026,2026-03-06,2,60.8,100,Patrick Wangari,Life Skills
ASMT-009080,BEN-04661,COHORT-VN-026,2025-12-06,1,71.1,100,Owen Mwangi,Technical Skills
ASMT-009081,BEN-04661,COHORT-VN-026,2026-03-06,2,75.4,100,Mary Awino,Life Skills
ASMT-009082,BEN-04662,COHORT-VN-026,2025-11-20,1,67.9,100,Francis Ochieng,Numeracy
ASMT-009083,BEN-04662,COHORT-VN-026,2026-02-18,2,34.5,100,Owen Mutua,Technical Skills
ASMT-009084,BEN-04663,COHORT-VN-026,2025-12-03,1,78.5,100,Boniface Wangari,Technical Skills
ASMT-009085,BEN-04663,COHORT-VN-026,2026-03-03,2,57.1,100,Harrison Chebet,Numeracy
ASMT-009086,BEN-04664,COHORT-VN-026,2025-11-30,1,55.4,100,Priscilla Maina,Literacy
ASMT-009087,BEN-04664,COHORT-VN-026,2026-02-28,2,71.6,100,Quinton Achieng,Technical Skills
ASMT-009088,BEN-04665,COHORT-VN-026,20/11/2025,1,57.4,100,Seun Wanjiku,Literacy
ASMT-009089,BEN-04665,COHORT-VN-026,2026-02-18,2,78.9,100,Aisha Githinji,Life Skills
ASMT-009090,BEN-04666,COHORT-VN-026,2025-12-05,1,78.3,100,Felix Awino,Numeracy
ASMT-009091,BEN-04666,COHORT-VN-026,2026-03-05,2,48.8,100,Dennis Musyoka,Numeracy
ASMT-009092,BEN-04667,COHORT-VN-026,2025-12-15,1,65.3,100,Aisha Mwangi,Literacy
ASMT-009093,BEN-04667,COHORT-VN-026,2026-03-15,2,53.9,100,Stephen Odongo,Life Skills
ASMT-009094,BEN-04668,COHORT-VN-026,2025-11-20,1,67.2,100,Nancy Mugo,Technical Skills
ASMT-009095,BEN-04668,COHORT-VN-026,2026-02-25,2,70.0,100,Nancy Ndung'u,Numeracy
ASMT-009096,BEN-04669,COHORT-VN-026,2025-11-24,1,93.6,100,Dennis Odongo,Numeracy
ASMT-009097,BEN-04669,COHORT-VN-026,2026-02-22,2,37.0,100,Caroline Simiyu,Technical Skills
ASMT-009098,BEN-04670,COHORT-VN-026,2025-12-15,1,79.1,100,Stephen Musyoka,Numeracy
ASMT-009099,BEN-04670,COHORT-VN-026,2026-03-15,2,58.9,100,Owen Kiplagat,Technical Skills
ASMT-009100,BEN-04671,COHORT-VN-026,2025-11-29,1,88.6,100,Kezia Ochieng,Numeracy
ASMT-009101,BEN-04671,COHORT-VN-026,2026-02-27,2,50.5,100,,Technical Skills
ASMT-009102,BEN-04672,COHORT-VN-026,2025-11-24,1,45.2,100,Stephen Musyoka,Literacy
ASMT-009103,BEN-04673,COHORT-VN-026,2025-12-14,1,80.1,100,Gladys Waweru,Technical Skills
ASMT-009104,BEN-04673,COHORT-VN-026,2026-03-14,2,76.0,100,Esther Awino,Literacy
ASMT-009105,BEN-04674,COHORT-VN-026,2025-12-09,1,96.4,100,Tabitha Njenga,Technical Skills
ASMT-009106,BEN-04674,COHORT-VN-026,2026-03-09,2,29.3,100,Quinton Nyambura,Life Skills
ASMT-009107,BEN-04675,COHORT-VN-026,2025-12-03,1,58.0,100,Irene Chebet,Life Skills
ASMT-009108,BEN-04675,COHORT-VN-026,2026-03-03,2,70.7,100,,Numeracy
ASMT-009109,BEN-04676,COHORT-VN-026,2025-12-10,1,65.4,100,Gladys Nyambura,Numeracy
ASMT-009110,BEN-04676,COHORT-VN-026,2026-03-10,2,66.6,100,Raphael Rotich,Life Skills
ASMT-009111,BEN-04677,COHORT-VN-026,2025-12-06,1,92.8,100,Leonard Chebet,Numeracy
ASMT-009112,BEN-04677,COHORT-VN-026,2026-03-06,2,29.3,100,Eunice Mugo,Life Skills
ASMT-009113,BEN-04678,COHORT-VN-026,2025-12-06,1,68.4,100,Caroline Njoroge,Technical Skills
ASMT-009114,BEN-04678,COHORT-VN-026,2026-03-06,2,62.2,100,Eunice Mwangi,Life Skills
ASMT-009115,BEN-04679,COHORT-VN-026,2025-11-24,1,81.1,100,Mary Were,Numeracy
ASMT-009116,BEN-04679,COHORT-VN-026,2026-02-22,2,91.7,100,Hassan Ochieng,Life Skills
ASMT-009117,BEN-04680,COHORT-VN-026,2025-12-07,1,58.1,100,Irene Musyoka,Life Skills
ASMT-009118,BEN-04680,COHORT-VN-026,2026-03-22,2,96.3,100,Boniface Mutinda,Literacy
ASMT-009119,BEN-04681,COHORT-VN-026,2025-11-26,1,50.8,100,Wanjiku Chebet,Numeracy
ASMT-009120,BEN-04682,COHORT-VN-026,2025-12-19,1,62.0,100,Zipporah Simiyu,Life Skills
ASMT-009121,BEN-04682,COHORT-VN-026,2026-03-19,2,29.6,100,Irene Awino,Literacy
ASMT-009122,BEN-04683,COHORT-VN-026,12/12/2025,1,68.5,100,Owen Gichuki,Literacy
ASMT-009123,BEN-04683,COHORT-VN-026,2026-03-12,2,45.8,100,Raphael Odongo,Literacy
ASMT-009124,BEN-04684,COHORT-VN-026,2025-12-13,1,84.4,100,Esther Ochieng,Life Skills
ASMT-009125,BEN-04684,COHORT-VN-026,2026-03-13,2,58.4,100,Yvonne Mutinda,Life Skills
ASMT-009126,BEN-04685,COHORT-VN-026,2025-11-27,1,46.8,100,Mary Mutinda,Technical Skills
ASMT-009127,BEN-04685,COHORT-VN-026,2026-03-04,2,57.7,100,Queen Maina,Technical Skills
ASMT-009128,BEN-04686,COHORT-VN-026,2025-12-07,1,79.3,100,Patrick Kariuki,Technical Skills
ASMT-009129,BEN-04686,COHORT-VN-026,07-Mar-2026,2,93.6,100,Rose Wanjiku,Life Skills
ASMT-009130,BEN-04687,COHORT-VN-026,2025-12-16,1,80.2,100,Hassan Odongo,Literacy
ASMT-009131,BEN-04687,COHORT-VN-026,2026-03-16,2,78.9,100,Caroline Kimani,Technical Skills
ASMT-009132,BEN-04688,COHORT-VN-026,2025-11-26,1,83.0,100,Felix Kiprotich,Numeracy
ASMT-009133,BEN-04688,COHORT-VN-026,2026-02-24,2,84.1,100,Queen Mutua,Technical Skills
ASMT-009134,BEN-04689,COHORT-VN-026,2025-11-26,1,89.7,100,Eunice Njoroge,Technical Skills
ASMT-009135,BEN-04689,COHORT-VN-026,2026-02-24,2,69.5,100,Irene Njoroge,Literacy
ASMT-009136,BEN-04690,COHORT-VN-026,2025-12-14,1,68.3,100,Rose Onyango,Technical Skills
ASMT-009137,BEN-04690,COHORT-VN-026,2026-03-14,2,65.6,100,Stephen Kamau,Numeracy
ASMT-009138,BEN-04691,COHORT-VN-026,2025-12-16,1,60.7,100,Felix Kimani,Literacy
ASMT-009139,BEN-04691,COHORT-VN-026,2026-03-21,2,75.2,100,Quinton Auma,Numeracy
ASMT-009140,BEN-04692,COHORT-VN-026,2025-11-21,1,77.8,100,Wanjiku Wangari,Life Skills
ASMT-009141,BEN-04692,COHORT-VN-026,2026-02-19,2,69.3,100,Francis Ndung'u,Literacy
ASMT-009142,BEN-04693,COHORT-VN-026,2025-12-09,1,63.7,100,Priscilla Odongo,Literacy
ASMT-009143,BEN-04693,COHORT-VN-026,2026-03-09,2,27.0,100,Nicholas Nyambura,Literacy
ASMT-009144,BEN-04694,COHORT-VN-026,2025-12-03,1,64.0,100,Uchenna Achieng,Literacy
ASMT-009145,BEN-04694,COHORT-VN-026,2026-03-03,2,72.2,100,Boniface Mutinda,Life Skills
ASMT-009146,BEN-04695,COHORT-VN-026,2025-12-03,1,51.9,100,Quinton Mugo,Technical Skills
ASMT-009147,BEN-04695,COHORT-VN-026,2026-03-03,2,30.8,100,Tabitha Adhiambo,Literacy
ASMT-009148,BEN-04696,COHORT-VN-026,2025-11-20,1,70.1,100,Patrick Mugo,Technical Skills
ASMT-009149,BEN-04696,COHORT-VN-026,2026-02-18,2,52.6,100,Rose Nyambura,Technical Skills
ASMT-009150,BEN-04697,COHORT-VN-026,2025-12-05,1,79.3,100,Seun Mutinda,Numeracy
ASMT-009151,BEN-04698,COHORT-VN-026,2025-11-30,1,100.0,100,Maurice Kiprotich,Life Skills
ASMT-009152,BEN-04698,COHORT-VN-026,28/02/2026,2,80.2,100,Aisha Simiyu,Numeracy
ASMT-009153,BEN-04699,COHORT-VN-026,2025-12-17,1,75.1,100,Stephen Njenga,Technical Skills
ASMT-009154,BEN-04699,COHORT-VN-026,2026-03-17,2,71.8,100,David Njoroge,Technical Skills
ASMT-009155,BEN-04700,COHORT-VN-026,2025-12-20,1,73.1,100,David Auma,Literacy
ASMT-009156,BEN-04700,COHORT-VN-026,2026-03-20,2,54.4,100,Queen Omondi,Life Skills
ASMT-009157,BEN-04701,COHORT-VN-026,2025-11-21,1,79.9,100,Felix Musyoka,Numeracy
ASMT-009158,BEN-04701,COHORT-VN-026,2026-02-19,2,69.9,100,Patrick Achieng,Technical Skills
ASMT-009159,BEN-04702,COHORT-VN-026,24-Nov-2025,1,69.6,100,Stephen Wanjiku,Life Skills
ASMT-009160,BEN-04702,COHORT-VN-026,2026-02-22,2,73.1,100,Felix Otieno,Numeracy
ASMT-009161,BEN-04703,COHORT-VN-026,2025-12-12,1,74.1,100,Dennis Kiprotich,Numeracy
ASMT-009162,BEN-04703,COHORT-VN-026,2026-03-12,2,55.3,100,Francis Mugo,Technical Skills
ASMT-009163,BEN-04704,COHORT-VN-026,2025-11-24,1,66.9,100,Eunice Chebet,Literacy
ASMT-009164,BEN-04704,COHORT-VN-026,2026-02-22,2,78.6,100,Uchenna Onyango,Life Skills
ASMT-009165,BEN-04705,COHORT-VN-026,2025-11-21,1,68.2,100,Felix Owino,Technical Skills
ASMT-009166,BEN-04705,COHORT-VN-026,2026-02-19,2,61.7,100,James Onyango,Technical Skills
ASMT-009167,BEN-04706,COHORT-VN-026,2025-12-20,1,182.9,100,Kezia Njoroge,Technical Skills
ASMT-009168,BEN-04706,COHORT-VN-026,2026-03-20,2,59.0,100,Patrick Onyango,Numeracy
ASMT-009169,BEN-04707,COHORT-VN-026,2025-11-30,1,100.0,100,Uchenna Kariuki,Life Skills
ASMT-009170,BEN-04707,COHORT-VN-026,2026-03-11,2,61.0,100,Quinton Ochieng,Life Skills
ASMT-009171,BEN-04708,COHORT-VN-026,2025-12-05,1,56.7,100,Seun Kamau,Numeracy
ASMT-009172,BEN-04708,COHORT-VN-026,2026-03-05,2,53.9,100,Owen Mutua,Technical Skills
ASMT-009173,BEN-04709,COHORT-VN-026,2025-12-09,1,45.0,100,Owen Kiprotich,Life Skills
ASMT-009174,BEN-04709,COHORT-VN-026,2026-03-21,2,68.8,100,Owen Kiplagat,Numeracy
ASMT-009175,BEN-04710,COHORT-VN-026,11/12/2025,1,80.3,100,Uchenna Omondi,Literacy
ASMT-009176,BEN-04710,COHORT-VN-026,2026-03-11,2,54.8,100,Nicholas Rotich,Literacy
ASMT-009177,BEN-04711,COHORT-VN-026,2025-12-08,1,71.2,100,,Numeracy
ASMT-009178,BEN-04711,COHORT-VN-026,2026-03-08,2,62.2,100,Felix Wangari,Literacy
ASMT-009179,BEN-04712,COHORT-VN-026,2025-11-27,1,63.8,100,Francis Kiplagat,Life Skills
ASMT-009180,BEN-04712,COHORT-VN-026,2026-02-25,2,55.4,100,Irene Wanjiku,Life Skills
ASMT-009181,BEN-04713,COHORT-VN-026,18-Dec-2025,1,66.3,100,Aisha Nyambura,Life Skills
ASMT-009182,BEN-04713,COHORT-VN-026,2026-03-18,2,63.2,100,Esther Mutua,Life Skills
ASMT-009183,BEN-04714,COHORT-VN-026,2025-12-12,1,92.7,100,Boniface Maina,Life Skills
ASMT-009184,BEN-04714,COHORT-VN-026,2026-03-12,2,73.2,100,Kendi Maina,Numeracy
ASMT-009185,BEN-04715,COHORT-VN-026,2025-12-20,1,100.0,100,Queen Awino,Life Skills
ASMT-009186,BEN-04715,COHORT-VN-026,2026-03-20,2,79.2,100,Stephen Odongo,Literacy
ASMT-009187,BEN-04716,COHORT-VN-026,2025-12-14,1,98.9,100,Aisha Onyango,Technical Skills
ASMT-009188,BEN-04716,COHORT-VN-026,2026-03-14,2,83.3,100,Grace Ndung'u,Literacy
ASMT-009189,BEN-04717,COHORT-VN-026,2025-11-22,1,86.9,100,Cynthia Ochieng,Literacy
ASMT-009190,BEN-04717,COHORT-VN-026,2026-02-20,2,63.4,100,Leonard Were,Life Skills
ASMT-009191,BEN-04718,COHORT-VN-026,30/11/2025,1,64.8,100,Caroline Rotich,Technical Skills
ASMT-009192,BEN-04718,COHORT-VN-026,2026-02-28,2,79.0,100,Queen Omondi,Numeracy
ASMT-009193,BEN-04719,COHORT-VN-026,10/12/2025,1,98.2,100,Maurice Kiprotich,Technical Skills
ASMT-009194,BEN-04719,COHORT-VN-026,10/03/2026,2,80.2,100,Brian Mutua,Technical Skills
ASMT-009195,BEN-04720,COHORT-VN-026,2025-12-06,1,79.2,100,Tabitha Njenga,Life Skills
ASMT-009196,BEN-04720,COHORT-VN-026,06-Mar-2026,2,43.2,100,Brian Kiprotich,Technical Skills
ASMT-009197,BEN-04721,COHORT-VN-026,2025-12-13,1,64.3,100,Maurice Kiprotich,Life Skills
ASMT-009198,BEN-04721,COHORT-VN-026,2026-03-13,2,50.9,100,Quinton Otieno,Life Skills
ASMT-009199,BEN-04722,COHORT-VN-026,2025-12-08,1,87.2,100,Raphael Achieng,Life Skills
ASMT-009200,BEN-04722,COHORT-VN-026,2026-03-08,2,31.2,100,Leonard Mwangi,Technical Skills
ASMT-009201,BEN-04723,COHORT-VN-026,2025-12-08,1,82.6,100,Kezia Wanjiku,Life Skills
ASMT-009202,BEN-04723,COHORT-VN-026,2026-03-08,2,75.3,100,Zipporah Mugo,Technical Skills
ASMT-009203,BEN-04724,COHORT-VN-026,12-Dec-2025,1,51.1,100,Wanjiku Githinji,Technical Skills
ASMT-009204,BEN-04724,COHORT-VN-026,2026-03-12,2,45.6,100,Zipporah Odongo,Literacy
ASMT-009205,BEN-04725,COHORT-VN-026,2025-12-08,1,82.4,100,Lilian Musyoka,Life Skills
ASMT-009206,BEN-04725,COHORT-VN-026,2026-03-08,2,84.9,100,Quinton Owino,Numeracy
ASMT-009207,BEN-04726,COHORT-VN-026,2025-11-22,1,80.2,100,Wanjiku Adhiambo,Technical Skills
ASMT-009208,BEN-04726,COHORT-VN-026,2026-03-12,2,69.2,100,Yvonne Ndung'u,Literacy
ASMT-009209,BEN-04727,COHORT-VN-026,2025-12-03,1,75.6,100,Cynthia Mutinda,Numeracy
ASMT-009210,BEN-04727,COHORT-VN-026,2026-03-03,2,55.6,100,Hassan Gichuki,Literacy
ASMT-009211,BEN-04728,COHORT-VN-026,2025-12-13,1,56.0,100,Irene Musyoka,Literacy
ASMT-009212,BEN-04728,COHORT-VN-026,13/03/2026,2,53.4,100,Dennis Chebet,Technical Skills
ASMT-009213,BEN-04729,COHORT-VN-026,2025-11-26,1,67.4,100,Grace Omondi,Numeracy
ASMT-009214,BEN-04729,COHORT-VN-026,2026-02-24,2,56.8,100,Felix Onyango,Technical Skills
ASMT-009215,BEN-04730,COHORT-VN-026,2025-11-27,1,67.8,100,Boniface Rotich,Life Skills
