visit_id,beneficiary_id,cohort_id,visit_date,officer_name,visit_outcome,gps_latitude,gps_longitude,notes,follow_up_required
FV-006635,BEN-04572,COHORT-VN-026,2026-04-08,Priscilla Ochieng,No Contact,0.47778,35.24462,Quam voluptas atque dolor ea.,True
FV-006636,BEN-04572,COHORT-VN-026,2025-12-08,Kezia Wanjiku,Verified,0.54609,35.18569,Recusandae doloribus animi similique eum expedita.,True
FV-006637,BEN-04573,COHORT-VN-026,2025-11-15,David Achieng,Verified,0.52758,35.32291,Deleniti occaecati blanditiis eaque sequi officia iure iste.,
FV-006638,BEN-04574,COHORT-VN-026,02-Jan-2026,Boniface Mugo,Verified,0.45852,35.2045,Voluptatum animi ipsum dolorum consequatur.,
FV-006639,BEN-04576,COHORT-VN-026,2026-01-15,Francis Rotich,Verified,0.61345,35.33962,Nulla inventore facere minus facilis autem.,False
FV-006640,BEN-04576,COHORT-VN-026,2026-01-30,Stephen Ochieng,Partially Verified,0.58392,35.18096,Autem a quidem ullam quisquam ipsum et.,True
FV-006641,BEN-04577,COHORT-VN-026,2025-09-19,Seun Ndung'u,No Contact,0.50041,35.22573,Eius illum sequi neque quidem corrupti fuga laborum sit.,False
FV-006642,BEN-04579,COHORT-VN-026,2026-02-05,Violet Were,Partially Verified,0.56553,35.19894,Labore porro dolorem enim quo fugiat veniam.,False
FV-006643,BEN-04580,COHORT-VN-026,2025-12-14,Aisha Rotich,Verified,0.47108,35.31865,Beatae atque hic amet animi sint non eveniet dignissimos.,True
FV-006644,BEN-04581,COHORT-VN-026,2025-11-24,Patrick Njoroge,Verified,0.60293,35.23059,Ducimus quo suscipit unde.,False
FV-006645,BEN-04582,COHORT-VN-026,2025-09-07,David Adhiambo,Partially Verified,0.5332,35.28114,Dolor dolores amet illo porro velit libero labore.,False
FV-006646,BEN-04582,COHORT-VN-026,2026-04-09,Irene Kariuki,Verified,0.58952,35.25137,Nobis id laudantium eveniet corporis id maxime.,True
FV-006647,BEN-04583,COHORT-VN-026,2026-05-02,Cynthia Simiyu,No Contact,0.4911,35.24917,Aliquid tenetur magni itaque eius a distinctio.,True
FV-006648,BEN-04583,COHORT-VN-026,2026-04-13,Stephen Kamau,Verified,0.53166,35.29349,Dignissimos tenetur nostrum soluta hic labore ratione vel facilis numquam.,
FV-006649,BEN-04584,COHORT-VN-026,28/05/2026,Eunice Odongo,Verified,0.47715,35.26449,Sint cum autem eveniet corrupti rem consequatur impedit.,
FV-006650,BEN-04584,COHORT-VN-026,2026-02-17,Violet Kariuki,Verified,0.44198,35.18389,Veritatis molestiae repudiandae tempora ut.,True
FV-006651,BEN-04584,COHORT-VN-026,2026-01-09,Brian Njenga,Verified,0.45399,35.28313,Aperiam dignissimos aperiam at harum dolor recusandae blanditiis qui.,True
FV-006652,BEN-04585,COHORT-VN-026,2026-01-02,Aisha Mutinda,Verified,0.42787,35.33395,Officiis totam voluptates nihil repellat error laborum qui ad.,True
FV-006653,BEN-04585,COHORT-VN-026,2025-11-06,Lilian Musyoka,Partially Verified,0.56587,35.25077,Exercitationem tempora voluptate ipsam ratione nihil veniam.,True
FV-006654,BEN-04586,COHORT-VN-026,2026-01-22,Mary Adhiambo,Verified,0.42147,35.31323,Aut ipsa itaque corrupti repellendus doloribus illum temporibus quidem dolore.,
FV-006655,BEN-04586,COHORT-VN-026,2025-12-22,Boniface Mwangi,Verified,0.56986,35.26455,Voluptates nihil veniam cupiditate provident.,False
FV-006656,BEN-04587,COHORT-VN-026,2026-02-13,Hassan Njenga,No Contact,0.51411,35.23521,Neque asperiores magnam quidem optio facilis in numquam asperiores magnam.,False
FV-006657,BEN-04588,COHORT-VN-026,2025-12-13,Irene Gichuki,Verified,0.58153,35.27088,Mollitia quidem quia consequuntur odit similique minima ipsa eveniet.,True
FV-006658,BEN-04589,COHORT-VN-026,2026-01-29,Aisha Mutua,Verified,0.47125,35.3409,Ut explicabo placeat repellat numquam.,True
FV-006659,BEN-04589,COHORT-VN-026,2026-07-01,Hassan Were,Referred,0.46086,35.28417,Error quos illum exercitationem voluptatibus alias.,False
FV-006660,BEN-04590,COHORT-VN-026,2025-11-09,Quinton Waweru,Referred,,35.31198,Ipsum perspiciatis itaque pariatur sit cum doloremque.,True
FV-006661,BEN-04590,COHORT-VN-026,2025-10-07,Nicholas Were,Verified,0.60868,35.31328,Quod ut officiis harum illum culpa quasi voluptas.,True
FV-006662,BEN-04592,COHORT-VN-026,2026-01-20,Grace Onyango,Verified,,35.36184,Molestias nemo sunt necessitatibus molestiae.,
FV-006663,BEN-04594,COHORT-VN-026,2025-10-12,Nicholas Njoroge,Verified,0.43593,35.35359,Doloremque rem incidunt quia iste incidunt numquam harum.,False
FV-006664,BEN-04594,COHORT-VN-026,2026-01-04,Irene Githinji,Verified,0.48634,35.32571,Consectetur dolores accusamus ratione iste facilis ducimus officiis.,True
FV-006665,BEN-04595,COHORT-VN-026,10/01/2026,Stephen Njoroge,No Contact,0.54112,35.1784,Beatae deserunt magni quos nemo atque itaque.,True
FV-006666,BEN-04596,COHORT-VN-026,2025-11-01,Quinton Kimani,Verified,0.48236,35.28616,Recusandae officia a voluptates odit nisi.,
FV-006667,BEN-04597,COHORT-VN-026,2025-10-11,Olive Owino,Verified,0.44228,35.34135,Laboriosam odit neque magnam quas perspiciatis commodi maxime fugiat.,False
FV-006668,BEN-04598,COHORT-VN-026,2026-01-07,James Mwangi,Verified,0.49771,35.29886,Impedit ea suscipit mollitia a.,False
FV-006669,BEN-04599,COHORT-VN-026,2025-12-27,Lilian Githinji,Verified,0.44167,35.27502,Ad cupiditate vitae perspiciatis eos harum assumenda possimus eveniet labore.,True
FV-006670,BEN-04599,COHORT-VN-026,2025-11-19,Joseph Mutinda,Verified,0.5437,35.1786,Natus id voluptatibus sed explicabo libero amet tenetur.,
FV-006671,BEN-04600,COHORT-VN-026,23-Dec-2025,Amina Achieng,partial,0.48645,35.21351,Repellat dicta quidem cupiditate voluptates perferendis minima ad neque blanditiis.,False
FV-006672,BEN-04601,COHORT-VN-026,13/08/2026,Nicholas Otieno,Verified,0.41961,35.25169,Suscipit aspernatur illo ducimus nam ipsum voluptate eos.,True
FV-006673,BEN-04602,COHORT-VN-026,2026-07-09,Irene Mwangi,Partially Verified,0.41881,35.23452,Distinctio et mollitia ea animi placeat suscipit itaque quam.,
FV-006674,BEN-04602,COHORT-VN-026,2026-03-25,Grace Githinji,Verified,0.46551,35.27877,Error culpa quibusdam consequatur eaque soluta porro rem.,
FV-006675,BEN-04602,COHORT-VN-026,21/11/2025,Zipporah Mugo,Verified,0.47346,35.33407,Veniam itaque nisi dolorum iusto magnam sapiente aspernatur inventore molestiae.,False
FV-006676,BEN-04603,COHORT-VN-026,2026-06-05,Kezia Rotich,Verified,0.61016,35.32598,Doloremque quaerat quas aliquid unde ullam necessitatibus iusto fugit.,False
FV-006677,BEN-04603,COHORT-VN-026,2025-12-19,Yvonne Gichuki,Verified,0.54519,35.35281,Amet cum ad ullam porro.,True
FV-006678,BEN-04604,COHORT-VN-026,2025-11-19,Priscilla Njenga,Verified,0.53455,35.24009,Est consectetur maiores consequatur exercitationem debitis adipisci est cumque.,True
FV-006679,BEN-04604,COHORT-VN-026,2026-06-10,Eunice Mutinda,Partially Verified,0.60148,35.29228,Voluptas omnis illo odio autem qui tempora.,False
FV-006680,BEN-04605,COHORT-VN-026,2025-09-01,Nicholas Kimani,Verified,0.46782,35.21939,Facere voluptatum officia ad dolorum aspernatur.,
FV-006681,BEN-04605,COHORT-VN-026,2025-12-31,Harrison Achieng,Verified,0.58337,35.35061,Necessitatibus illo ea culpa possimus atque.,
FV-006682,BEN-04606,COHORT-VN-026,2025-08-28,Raphael Kariuki,Verified,0.51591,35.26688,Eum quaerat natus in sed velit ad nobis.,
FV-006683,BEN-04607,COHORT-VN-026,2025-10-09,Maurice Awino,Verified,0.44596,35.24311,Illum maiores nulla laboriosam perspiciatis laudantium.,False
FV-006684,BEN-04609,COHORT-VN-026,2026-06-16,Seun Otieno,No Contact,0.51116,35.34485,Voluptas optio deleniti tempore enim.,False
FV-006685,BEN-04610,COHORT-VN-026,2026-03-22,James Kimani,Verified,,35.23135,Sequi illo error repellat magni veniam.,False
FV-006686,BEN-04610,COHORT-VN-026,03/02/2026,Eunice Mutinda,No Contact,0.57667,35.32682,Neque enim aliquam omnis repellendus accusantium nisi quas molestias mollitia.,False
FV-006687,BEN-04611,COHORT-VN-026,2025-10-14,Lilian Kiprotich,verified,0.46225,35.23322,Dolore sapiente asperiores ducimus neque libero.,True
FV-006688,BEN-04612,COHORT-VN-026,14/01/2026,Dennis Auma,Partially Verified,0.57509,35.2106,Dolore in incidunt vero amet.,False
FV-006689,BEN-04612,COHORT-VN-026,2025-10-30,Tabitha Mutinda,Verified,0.53776,35.28889,Quae tempore iure et unde deleniti aut officia.,False
FV-006690,BEN-04613,COHORT-VN-026,2026-07-01,Amina Ochieng,Verified,0.50451,35.32629,Recusandae laborum ratione excepturi vitae molestiae libero asperiores possimus.,False
FV-006691,BEN-04613,COHORT-VN-026,2026-05-10,Nicholas Wanjiku,Verified,0.57707,35.33353,Exercitationem quas dolorum debitis saepe iste veritatis dolorem quia iure quis.,
FV-006692,BEN-04614,COHORT-VN-026,2026-07-12,Cynthia Mutinda,Verified,0.42006,35.28972,Dicta velit a adipisci temporibus ducimus veritatis deserunt officiis.,False
FV-006693,BEN-04614,COHORT-VN-026,2026-07-14,David Achieng,Verified,0.60203,35.33527,Quas officia nostrum est error quos reprehenderit quisquam velit.,
FV-006694,BEN-04615,COHORT-VN-026,2025-12-23,Nancy Ochieng,Partially Verified,0.56151,35.2002,Ut alias voluptas sit mollitia harum.,True
FV-006695,BEN-04615,COHORT-VN-026,2026-06-17,Aisha Otieno,Partially Verified,0.43734,35.36529,Fugiat possimus possimus vel ea laborum architecto dolorem similique tempore.,
FV-006696,BEN-04616,COHORT-VN-026,2025-10-14,Olive Mugo,Partially Verified,0.5456,35.25183,Tempore ipsa eligendi iusto similique.,True
FV-006697,BEN-04616,COHORT-VN-026,06/06/2026,Caroline Ochieng,Verified,0.60826,35.21757,Dolor praesentium assumenda occaecati autem sunt architecto ut sint.,False
FV-006698,BEN-04617,COHORT-VN-026,2025-11-14,Seun Odongo,Verified,0.56247,35.18588,Eius corrupti quas itaque veritatis dolorum.,
FV-006699,BEN-04618,COHORT-VN-026,2025-10-02,Cynthia Mwangi,Verified,0.5045,35.24165,Repellat praesentium voluptatibus iure aliquid eveniet quae provident aliquam.,
FV-006700,BEN-04619,COHORT-VN-026,2026-02-13,Francis Otieno,No Contact,0.42427,35.24585,Tenetur maxime earum sequi culpa distinctio animi natus.,True
FV-006701,BEN-04619,COHORT-VN-026,2026-02-12,Caroline Kamau,Referred,0.49365,35.32246,Repellat ea dolorem quo fugit quaerat ab sequi pariatur.,False
FV-006702,BEN-04619,COHORT-VN-026,04/12/2025,Harrison Maina,Partially Verified,0.48232,35.21627,Rem rerum unde tenetur mollitia.,False
FV-006703,BEN-04621,COHORT-VN-026,2026-06-04,Aisha Chebet,Verified,0.58588,35.34822,Consectetur nostrum dicta nihil corporis quisquam dignissimos iure ducimus eum.,True
FV-006704,BEN-04622,COHORT-VN-026,2025-11-07,Zipporah Njenga,Verified,0.56246,35.32413,Dolor voluptatum illum accusamus cum.,True
FV-006705,BEN-04622,COHORT-VN-026,2025-10-25,Grace Githinji,Verified,0.57902,35.35937,Deserunt illum magnam deleniti earum commodi nemo.,
FV-006706,BEN-04622,COHORT-VN-026,2025-10-31,Yvonne Kiprotich,Verified,,35.20034,Nostrum perferendis voluptatum modi excepturi.,False
FV-006707,BEN-04623,COHORT-VN-026,26-Sep-2025,Amina Njoroge,Verified,0.43512,35.2924,Fugit numquam doloribus fugit soluta officia culpa maiores deserunt quas.,
FV-006708,BEN-04624,COHORT-VN-026,2026-02-19,Uchenna Achieng,Verified,0.56524,35.18251,Modi ipsam in soluta quaerat voluptate quia.,True
FV-006709,BEN-04624,COHORT-VN-026,25/01/2026,Felix Mugo,No Contact,0.43155,35.33476,Minus animi voluptates illum saepe expedita.,False
FV-006710,BEN-04625,COHORT-VN-026,10/12/2025,Lilian Mutua,Referred,0.46736,35.34541,Quos culpa commodi alias reprehenderit quis distinctio id.,True
FV-006711,BEN-04626,COHORT-VN-026,2026-07-25,Rose Mwangi,No Contact,0.42402,35.24942,Ex repellat iusto mollitia excepturi.,
FV-006712,BEN-04627,COHORT-VN-026,2025-11-10,Rose Njenga,No Contact,0.55374,35.22131,Quidem distinctio asperiores voluptatum repudiandae non odio placeat maxime.,
FV-006713,BEN-04627,COHORT-VN-026,2026-04-14,James Owino,Verified,0.61662,35.19469,Earum sed mollitia perferendis.,
FV-006714,BEN-04627,COHORT-VN-026,2026-02-01,Xavier Mugo,Verified,0.58834,35.20106,Debitis iste id porro facere vitae aliquam magnam eum molestiae suscipit.,False
FV-006715,BEN-04629,COHORT-VN-026,2025-11-18,Rose Simiyu,No Contact,0.53801,35.19705,Maiores reprehenderit veniam odio possimus aliquam nemo esse neque molestias.,False
FV-006716,BEN-04630,COHORT-VN-026,2026-05-02,Esther Otieno,Verified,0.47326,35.20042,Minus vero neque enim odit molestias suscipit quisquam sapiente id.,True
FV-006717,BEN-04631,COHORT-VN-026,2026-01-09,Leonard Gichuki,Verified,0.48226,35.34469,Ratione neque ut necessitatibus facilis esse.,True
FV-006718,BEN-04631,COHORT-VN-026,2026-05-09,Felix Odongo,No Contact,0.54581,35.33501,Perspiciatis consequatur voluptate minima nulla deleniti a quo.,False
FV-006719,BEN-04631,COHORT-VN-026,2026-08-11,Owen Kamau,Referred,0.51361,35.22143,Libero amet veritatis magnam at dolorem cum neque dignissimos.,False
FV-006720,BEN-04633,COHORT-VN-026,31-Jul-2026,Harrison Achieng,Verified,0.49625,35.18566,Reiciendis iure aperiam consequuntur laudantium consequatur doloremque esse.,
FV-006721,BEN-04634,COHORT-VN-026,2025-10-26,Rose Achieng,Verified,0.50522,35.22977,Vel possimus nihil aut dolore fugiat.,True
FV-006722,BEN-04635,COHORT-VN-026,2026-08-20,Kezia Mwangi,Verified,0.53539,35.27966,Consequuntur facere quidem magni ea officia voluptates.,
FV-006723,BEN-04635,COHORT-VN-026,2026-05-30,Irene Maina,partial,0.43306,35.32512,Esse aspernatur cupiditate eius.,True
FV-006724,BEN-04637,COHORT-VN-026,2026-03-10,David Odongo,Verified,0.6114,35.24986,Atque perferendis beatae quia quis ullam.,False
FV-006725,BEN-04637,COHORT-VN-026,2025-09-23,Dennis Onyango,Verified,0.51321,35.28566,Officiis est ullam quibusdam accusamus perspiciatis quidem.,True
FV-006726,BEN-04638,COHORT-VN-026,2026-05-11,Queen Njenga,Partially Verified,0.42647,35.3107,Accusantium porro harum modi sunt.,
FV-006727,BEN-04638,COHORT-VN-026,2026-06-29,Irene Otieno,Partially Verified,0.58721,35.18454,Aut suscipit laborum neque quia doloremque velit odio ex.,True
FV-006728,BEN-04639,COHORT-VN-026,2025-11-03,Lilian Njenga,Referred,0.55965,35.19571,Provident odio ratione ab deleniti.,True
FV-006729,BEN-04640,COHORT-VN-026,2026-01-12,Quinton Waweru,Verified,0.57759,35.23537,Cupiditate esse doloribus debitis perferendis error eligendi unde aut.,True
FV-006730,BEN-04640,COHORT-VN-026,2026-05-14,Kendi Mutinda,Verified,0.58652,35.16982,Ipsam exercitationem incidunt provident odit.,True
FV-006731,BEN-04640,COHORT-VN-026,2025-10-02,Stephen Nyambura,Verified,0.451,35.17269,Tempore quidem dicta architecto excepturi reprehenderit.,True
FV-006732,BEN-04641,COHORT-VN-026,2026-02-16,Violet Njenga,Verified,0.5367,35.34579,Culpa accusamus dolores totam minus.,True
FV-006733,BEN-04641,COHORT-VN-026,19-Mar-2026,Joseph Kamau,Verified,0.43163,35.25248,Modi incidunt itaque exercitationem eos tempora voluptas repellendus quo.,
FV-006734,BEN-04641,COHORT-VN-026,2026-05-14,Maurice Were,partial,0.60439,35.25036,Fugit dignissimos voluptatum alias eligendi quia.,False
FV-006735,BEN-04642,COHORT-VN-026,2026-04-13,Yvonne Njenga,Partially Verified,0.4254,35.27858,Magni explicabo assumenda neque neque nisi porro iusto.,False
FV-006736,BEN-04643,COHORT-VN-026,2025-09-12,James Gichuki,partial,0.48675,35.28936,Architecto esse beatae maiores sunt.,True
FV-006737,BEN-04643,COHORT-VN-026,2026-05-25,Wanjiku Waweru,no contact,0.5444,35.28211,Quos provident labore reprehenderit suscipit.,False
FV-006738,BEN-04644,COHORT-VN-026,2026-08-20,Gladys Otieno,Partially Verified,0.55297,35.20674,Eaque harum modi doloremque esse porro.,
FV-006739,BEN-04645,COHORT-VN-026,2026-03-26,Eunice Omondi,Partially Verified,0.51326,35.17308,Eius ex adipisci repellat quasi dolores quo odio.,False
FV-006740,BEN-04646,COHORT-VN-026,21/06/2026,Eunice Omondi,Verified,0.5855,35.1873,Illum necessitatibus sed quam voluptate perferendis perspiciatis laudantium veniam dolorum culpa.,False
FV-006741,BEN-04647,COHORT-VN-026,17-Dec-2025,Grace Ndung'u,Partially Verified,0.42389,35.26515,Quae cum cumque assumenda dolorem esse a hic maxime placeat.,False
FV-006742,BEN-04647,COHORT-VN-026,2025-09-06,Eunice Adhiambo,Verified,0.44644,35.27607,Illo facere nihil tenetur tenetur dolorum fuga.,
FV-006743,BEN-04648,COHORT-VN-026,2025-08-31,Zipporah Githinji,Verified,0.54837,35.36558,Quam illum facere minima fugit temporibus suscipit qui.,True
FV-006744,BEN-04648,COHORT-VN-026,2026-01-21,Tabitha Wanjiku,Partially Verified,0.46594,35.31847,Dicta vitae occaecati minima quibusdam.,False
FV-006745,BEN-04649,COHORT-VN-026,2026-02-05,Grace Mugo,Referred,0.51589,35.36502,Quisquam nam aliquid eum hic assumenda.,False
FV-006746,BEN-04650,COHORT-VN-026,2026-06-14,Lilian Gichuki,Referred,,35.34985,Earum ipsa error error error eaque enim possimus impedit.,False
FV-006747,BEN-04650,COHORT-VN-026,2026-06-16,Patrick Adhiambo,No Contact,0.42411,35.29384,Culpa architecto hic ducimus error ad quaerat ipsa.,False
FV-006748,BEN-04650,COHORT-VN-026,2025-11-06,Felix Njenga,Partially Verified,0.47152,35.215,Iure hic harum porro vitae explicabo quaerat.,
FV-006749,BEN-04651,COHORT-VN-026,23-Oct-2025,David Ndung'u,No Contact,0.51808,35.21152,Saepe nulla laboriosam minus iure.,False
FV-006750,BEN-04652,COHORT-VN-026,03-Jul-2026,Caroline Njenga,Verified,0.53146,35.35661,Fugiat recusandae nobis dolore iusto laboriosam ratione esse quia.,True
FV-006751,BEN-04653,COHORT-VN-026,2026-02-24,Seun Kamau,partial,0.57671,35.23937,Cumque magni quos asperiores sed pariatur odit.,False
FV-006752,BEN-04654,COHORT-VN-026,2026-05-06,Hassan Njenga,verified,0.52586,35.2465,Consequatur quasi corporis voluptate cum.,False
FV-006753,BEN-04655,COHORT-VN-026,14-Aug-2026,Cynthia Ochieng,no contact,0.61443,35.235,Nostrum saepe iure non nobis enim voluptatibus sapiente asperiores est.,True
FV-006754,BEN-04656,COHORT-VN-026,2025-09-25,Esther Kimani,Verified,0.51475,35.19026,Illum mollitia debitis itaque illo.,True
FV-006755,BEN-04657,COHORT-VN-026,2026-03-05,Brian Gichuki,Referred,0.48301,35.32454,Quam eos alias incidunt rerum.,
FV-006756,BEN-04657,COHORT-VN-026,02/05/2026,Uchenna Mutinda,verified,0.59835,35.33923,Corporis ratione vel magnam eaque asperiores.,
FV-006757,BEN-04658,COHORT-VN-026,2026-06-13,Yvonne Maina,Partially Verified,0.433,35.16969,Sed eius asperiores velit expedita hic deserunt sequi.,True
FV-006758,BEN-04658,COHORT-VN-026,2026-01-30,Nancy Achieng,Verified,0.54382,35.18244,Qui tempora architecto delectus excepturi beatae recusandae magnam quas magnam.,
FV-006759,BEN-04659,COHORT-VN-026,2025-10-14,Eunice Ochieng,Verified,0.4939,35.27456,Iure laboriosam beatae veniam fugiat consequuntur accusantium.,True
FV-006760,BEN-04659,COHORT-VN-026,2026-06-20,Leonard Achieng,Verified,0.44479,35.23678,Optio deserunt commodi voluptatibus id quisquam.,False
FV-006761,BEN-04661,COHORT-VN-026,2026-01-18,Xavier Chebet,Verified,0.49818,35.33674,Asperiores repellat molestiae ex harum consequuntur dicta eos dolorem officiis.,False
FV-006762,BEN-04662,COHORT-VN-026,2026-05-27,Felix Kimani,Verified,0.49053,35.34769,Cum voluptatem est molestias natus.,False
FV-006763,BEN-04663,COHORT-VN-026,2025-10-17,Harrison Musyoka,partial,0.4434,35.26762,Dolor mollitia saepe unde consequuntur repellendus aliquid sed animi.,True
FV-006764,BEN-04664,COHORT-VN-026,28-Jan-2026,Violet Simiyu,No Contact,0.41947,35.29007,Ratione quia veniam quasi odit quisquam accusamus nam.,False
FV-006765,BEN-04664,COHORT-VN-026,2025-08-22,Violet Omondi,Verified,0.60091,35.23208,Neque necessitatibus odit distinctio odit.,True
FV-006766,BEN-04665,COHORT-VN-026,23/09/2025,Rose Otieno,Verified,0.47479,35.17906,Assumenda voluptatibus numquam doloribus culpa fugiat laudantium cumque autem.,True
FV-006767,BEN-04666,COHORT-VN-026,2025-09-08,Nicholas Were,Verified,0.5895,35.31951,Quibusdam illo optio aliquam repellendus non velit delectus soluta atque.,
FV-006768,BEN-04667,COHORT-VN-026,2026-03-03,James Simiyu,Verified,0.44203,35.21152,Magni hic expedita ipsa omnis optio atque quae mollitia veritatis vel.,False
FV-006769,BEN-04668,COHORT-VN-026,2026-01-14,Leonard Awino,Partially Verified,0.5171,35.17525,Voluptatibus perferendis mollitia deleniti fugit assumenda quos et.,False
FV-006770,BEN-04670,COHORT-VN-026,2026-05-20,Aisha Githinji,No Contact,0.58324,35.3319,Dolore veniam harum odit quo eligendi deserunt iure eligendi amet.,
FV-006771,BEN-04671,COHORT-VN-026,06-Sep-2025,Caroline Kamau,Verified,0.43836,35.25698,Officia inventore velit molestias quod repellat reiciendis.,True
FV-006772,BEN-04672,COHORT-VN-026,2025-12-21,Priscilla Otieno,Referred,0.51139,35.27153,Quasi sint autem eveniet expedita natus aspernatur illum a.,True
FV-006773,BEN-04672,COHORT-VN-026,2025-11-16,Stephen Nyambura,No Contact,0.51605,35.1752,Esse animi ipsa laudantium incidunt ad quo voluptas.,
FV-006774,BEN-04673,COHORT-VN-026,2026-04-19,Tabitha Simiyu,Verified,0.44224,35.2445,Ut culpa veniam fugit atque sequi quibusdam iusto accusantium.,False
FV-006775,BEN-04674,COHORT-VN-026,2026-01-08,Eunice Kiprotich,Verified,0.48154,35.2424,Ullam quaerat corrupti nisi quas praesentium velit.,
FV-006776,BEN-04675,COHORT-VN-026,17-Oct-2025,Priscilla Wanjiku,Verified,0.50287,35.34817,Dicta beatae nesciunt nostrum numquam sit esse saepe recusandae.,False
FV-006777,BEN-04675,COHORT-VN-026,2026-04-19,Irene Kariuki,Verified,0.6082,35.3467,Autem eos fuga hic nam tenetur.,True
FV-006778,BEN-04676,COHORT-VN-026,2025-08-28,Maurice Wanjiku,verified,0.47594,35.25583,Modi deserunt mollitia natus repudiandae sapiente porro ad hic minima.,True
FV-006779,BEN-04677,COHORT-VN-026,2025-10-02,Maurice Kiplagat,Referred,0.53851,35.19309,Repudiandae fugiat tempora explicabo expedita.,True
FV-006780,BEN-04677,COHORT-VN-026,2025-12-08,Uchenna Ndung'u,partial,0.59335,35.27243,Deserunt sint exercitationem incidunt iste vel voluptatibus officia minus.,False
FV-006781,BEN-04677,COHORT-VN-026,2026-03-14,Xavier Omondi,Partially Verified,0.52295,35.34079,Ut assumenda officiis commodi ratione dolorem cum laboriosam.,
FV-006782,BEN-04678,COHORT-VN-026,2026-02-08,James Kimani,Verified,0.5871,35.29561,Dolor tempora hic occaecati nulla quod libero voluptas.,False
FV-006783,BEN-04678,COHORT-VN-026,2025-11-08,Olive Githinji,Partially Verified,0.60592,35.20244,Iste minima perspiciatis fugit nesciunt illum voluptates libero modi sapiente.,True
FV-006784,BEN-04678,COHORT-VN-026,2025-10-25,Maurice Auma,Verified,0.53804,35.3609,Explicabo dolorem aliquam inventore voluptates nemo odit ipsam occaecati.,True
FV-006785,BEN-04679,COHORT-VN-026,2026-03-29,Quinton Mutua,no contact,0.57321,35.26077,Beatae rem et veritatis reprehenderit eligendi eius impedit.,True
FV-006786,BEN-04679,COHORT-VN-026,2025-11-28,Caroline Njoroge,Verified,0.48852,35.34545,Blanditiis nihil suscipit repellendus sint inventore.,True
FV-006787,BEN-04680,COHORT-VN-026,2026-08-01,Boniface Kimani,Verified,0.60221,35.27981,Nulla in laboriosam quo iste voluptatibus possimus rerum dolores.,
FV-006788,BEN-04680,COHORT-VN-026,2025-09-26,Nancy Mwangi,verified,0.50122,35.21158,Repellat debitis ullam voluptate dicta natus.,True
FV-006789,BEN-04682,COHORT-VN-026,2025-09-04,David Njenga,verified,0.47192,35.32251,Cupiditate deserunt neque veniam quidem suscipit aliquid labore porro ipsum.,True
FV-006790,BEN-04686,COHORT-VN-026,2025-12-19,Xavier Maina,verified,0.56405,35.1836,Itaque voluptatibus vitae nesciunt odit quam iusto vitae asperiores.,True
FV-006791,BEN-04686,COHORT-VN-026,2026-08-09,Kendi Onyango,Verified,0.54059,35.33175,Repudiandae molestiae veritatis quisquam quibusdam ducimus explicabo aspernatur quos eius ad.,True
FV-006792,BEN-04687,COHORT-VN-026,17/01/2026,Mary Auma,Verified,0.59731,35.29663,Expedita a odit perspiciatis expedita.,True
FV-006793,BEN-04688,COHORT-VN-026,2026-04-06,Nancy Rotich,Verified,0.59031,35.31151,Molestias temporibus amet ea fugiat possimus.,
FV-006794,BEN-04689,COHORT-VN-026,2026-08-12,Yvonne Omondi,Verified,0.51507,35.30254,Sunt modi reiciendis nulla corrupti similique sint voluptate accusantium harum.,False
FV-006795,BEN-04689,COHORT-VN-026,2025-11-29,Felix Adhiambo,Verified,0.44519,35.29623,Quam numquam laboriosam iste odit error consequatur animi.,True
FV-006796,BEN-04690,COHORT-VN-026,26/02/2026,Violet Mugo,Verified,0.42546,35.30485,Omnis a ullam veniam a fugiat quasi molestias sed.,
FV-006797,BEN-04691,COHORT-VN-026,2025-11-28,Mary Kiprotich,Verified,0.55562,35.31171,Architecto libero eligendi quam in voluptatibus.,
FV-006798,BEN-04691,COHORT-VN-026,2025-11-28,Nicholas Wangari,Verified,0.59878,35.36273,Vero rem tempora nam reiciendis.,
FV-006799,BEN-04692,COHORT-VN-026,01-Apr-2026,Nicholas Wanjiku,Verified,0.47572,35.26222,Harum commodi veritatis laboriosam corporis aliquam harum exercitationem dolorem sunt rem.,False
FV-006800,BEN-04693,COHORT-VN-026,2025-09-05,Esther Chebet,Verified,0.54602,35.27139,Non a quia odio atque pariatur facere repellendus aut dolore.,True
FV-006801,BEN-04695,COHORT-VN-026,2026-01-08,James Kariuki,Verified,0.49835,35.20889,Praesentium cumque vero vero similique aliquam fugiat aperiam.,False
FV-006802,BEN-04695,COHORT-VN-026,01-Nov-2025,Nicholas Ndung'u,No Contact,0.48485,35.25031,Consequuntur dolores accusantium praesentium ad.,
FV-006803,BEN-04696,COHORT-VN-026,27-Oct-2025,Olive Simiyu,Verified,0.4642,35.23601,Unde rerum nobis ea mollitia tempora minus asperiores eaque ab.,True
FV-006804,BEN-04696,COHORT-VN-026,2026-02-11,Leonard Njoroge,Verified,0.49466,35.26628,Corporis possimus error voluptatibus iusto porro esse dignissimos est reiciendis.,True
FV-006805,BEN-04697,COHORT-VN-026,2026-02-04,Yvonne Odongo,No Contact,0.42268,35.2507,Reprehenderit fugiat sed at vitae id assumenda cumque voluptate.,
